optimizer,dimension,objective,skew,rotation,noise,path
ADAM,10,saddle,0.0,1.0,0.0,raw/ADAM-10/ADAM_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,10,saddle,0.5,0.0,0.0,raw/ADAM-10/ADAM_(10-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,10,saddle,0.99,0.0,0.0,raw/ADAM-10/ADAM_(10-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,basin,0.0,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,basin,0.0,0.0,0.5,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,100,basin,0.0,0.0,1.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,100,basin,0.0,0.5,0.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,100,basin,0.0,1.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,100,basin,0.5,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,basin,0.99,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,multimin,0.0,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,multimin,0.0,0.0,0.5,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,100,multimin,0.0,0.0,1.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,100,multimin,0.0,0.5,0.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,100,multimin,0.0,1.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,100,multimin,0.5,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,multimin,0.99,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,peak,0.0,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,peak,0.0,0.0,0.5,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,100,peak,0.0,0.0,1.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,100,peak,0.0,0.5,0.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,100,peak,0.0,1.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,100,peak,0.5,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,peak,0.99,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,saddle,0.0,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,saddle,0.0,0.0,0.5,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,100,saddle,0.0,0.0,1.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,100,saddle,0.0,0.5,0.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,100,saddle,0.0,1.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,100,saddle,0.5,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,100,saddle,0.99,0.0,0.0,raw/ADAM-100/ADAM_(100-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,basin,0.0,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,basin,0.0,0.0,0.5,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,1000,basin,0.0,0.0,1.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,1000,basin,0.0,0.5,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,1000,basin,0.0,1.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,1000,basin,0.5,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,basin,0.99,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,multimin,0.0,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,multimin,0.0,0.0,0.5,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,1000,multimin,0.0,0.0,1.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,1000,multimin,0.0,0.5,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,1000,multimin,0.0,1.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,1000,multimin,0.5,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,multimin,0.99,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,peak,0.0,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,peak,0.0,0.0,0.5,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,1000,peak,0.0,0.0,1.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,1000,peak,0.0,0.5,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,1000,peak,0.0,1.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,1000,peak,0.5,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,peak,0.99,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,saddle,0.0,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,saddle,0.0,0.0,0.5,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
ADAM,1000,saddle,0.0,0.0,1.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
ADAM,1000,saddle,0.0,0.5,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
ADAM,1000,saddle,0.0,1.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
ADAM,1000,saddle,0.5,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
ADAM,1000,saddle,0.99,0.0,0.0,raw/ADAM-1000/ADAM_(1000-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,basin,0.0,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,basin,0.0,0.0,0.5,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,10,basin,0.0,0.0,1.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,10,basin,0.0,0.5,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,10,basin,0.0,1.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,10,basin,0.5,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,basin,0.99,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,multimin,0.0,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,multimin,0.0,0.0,0.5,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,10,multimin,0.0,0.0,1.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,10,multimin,0.0,0.5,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,10,multimin,0.0,1.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,10,multimin,0.5,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,multimin,0.99,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,peak,0.0,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,peak,0.0,0.0,0.5,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,10,peak,0.0,0.0,1.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,10,peak,0.0,0.5,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,10,peak,0.0,1.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,10,peak,0.5,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,peak,0.99,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,saddle,0.0,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,saddle,0.0,0.0,0.5,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,10,saddle,0.0,0.0,1.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,10,saddle,0.0,0.5,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,10,saddle,0.0,1.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,10,saddle,0.5,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,10,saddle,0.99,0.0,0.0,raw/L_BFGS-10/L_BFGS_(10-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,basin,0.0,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,basin,0.0,0.0,0.5,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,100,basin,0.0,0.0,1.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,100,basin,0.0,0.5,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,100,basin,0.0,1.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,100,basin,0.5,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,basin,0.99,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,multimin,0.0,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,multimin,0.0,0.0,0.5,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,100,multimin,0.0,0.0,1.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,100,multimin,0.0,0.5,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,100,multimin,0.0,1.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,100,multimin,0.5,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,multimin,0.99,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,peak,0.0,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,peak,0.0,0.0,0.5,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,100,peak,0.0,0.0,1.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,100,peak,0.0,0.5,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,100,peak,0.0,1.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,100,peak,0.5,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,peak,0.99,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,saddle,0.0,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,saddle,0.0,0.0,0.5,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,100,saddle,0.0,0.0,1.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,100,saddle,0.0,0.5,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
