optimizer,dimension,objective,skew,rotation,noise,path
L_BFGS,100,saddle,0.0,1.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,100,saddle,0.5,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,100,saddle,0.99,0.0,0.0,raw/L_BFGS-100/L_BFGS_(100-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,basin,0.0,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,basin,0.0,0.0,0.5,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,1000,basin,0.0,0.0,1.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,1000,basin,0.0,0.5,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,1000,basin,0.0,1.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,1000,basin,0.5,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,basin,0.99,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,multimin,0.0,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,multimin,0.0,0.0,0.5,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,1000,multimin,0.0,0.0,1.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,1000,multimin,0.0,0.5,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,1000,multimin,0.0,1.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,1000,multimin,0.5,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,multimin,0.99,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,peak,0.0,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,peak,0.0,0.0,0.5,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,1000,peak,0.0,0.0,1.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,1000,peak,0.0,0.5,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,1000,peak,0.0,1.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,1000,peak,0.5,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,peak,0.99,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,saddle,0.0,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,saddle,0.0,0.0,0.5,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
L_BFGS,1000,saddle,0.0,0.0,1.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
L_BFGS,1000,saddle,0.0,0.5,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
L_BFGS,1000,saddle,0.0,1.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
L_BFGS,1000,saddle,0.5,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
L_BFGS,1000,saddle,0.99,0.0,0.0,raw/L_BFGS-1000/L_BFGS_(1000-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,basin,0.0,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,basin,0.0,0.0,0.5,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,10,basin,0.0,0.0,1.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,10,basin,0.0,0.5,0.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,10,basin,0.0,1.0,0.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,10,basin,0.5,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,basin,0.99,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,multimin,0.0,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,multimin,0.0,0.0,0.5,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,10,multimin,0.0,0.0,1.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,10,multimin,0.0,0.5,0.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,10,multimin,0.0,1.0,0.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,10,multimin,0.5,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,multimin,0.99,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,peak,0.0,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,peak,0.0,0.0,0.5,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,10,peak,0.0,0.0,1.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,10,peak,0.0,0.5,0.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,10,peak,0.0,1.0,0.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,10,peak,0.5,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,peak,0.99,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,saddle,0.0,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,saddle,0.0,0.0,0.5,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,10,saddle,0.0,0.0,1.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,10,saddle,0.0,0.5,0.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,10,saddle,0.0,1.0,0.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,10,saddle,0.5,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,10,saddle,0.99,0.0,0.0,raw/SGD-10/SGD_(10-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,basin,0.0,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,basin,0.0,0.0,0.5,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,100,basin,0.0,0.0,1.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,100,basin,0.0,0.5,0.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,100,basin,0.0,1.0,0.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,100,basin,0.5,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,basin,0.99,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,multimin,0.0,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,multimin,0.0,0.0,0.5,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,100,multimin,0.0,0.0,1.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,100,multimin,0.0,0.5,0.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,100,multimin,0.0,1.0,0.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,100,multimin,0.5,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,multimin,0.99,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,peak,0.0,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,peak,0.0,0.0,0.5,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,100,peak,0.0,0.0,1.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,100,peak,0.0,0.5,0.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,100,peak,0.0,1.0,0.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,100,peak,0.5,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,peak,0.99,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,saddle,0.0,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,saddle,0.0,0.0,0.5,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,100,saddle,0.0,0.0,1.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,100,saddle,0.0,0.5,0.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,100,saddle,0.0,1.0,0.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,100,saddle,0.5,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,100,saddle,0.99,0.0,0.0,raw/SGD-100/SGD_(100-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,basin,0.0,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,basin,0.0,0.0,0.5,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,1000,basin,0.0,0.0,1.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,1000,basin,0.0,0.5,0.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,1000,basin,0.0,1.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,1000,basin,0.5,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,basin,0.99,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_basin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,multimin,0.0,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,multimin,0.0,0.0,0.5,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,1000,multimin,0.0,0.0,1.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,1000,multimin,0.0,0.5,0.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,1000,multimin,0.0,1.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,1000,multimin,0.5,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,multimin,0.99,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_multimin_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,peak,0.0,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,peak,0.0,0.0,0.5,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,1000,peak,0.0,0.0,1.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,1000,peak,0.0,0.5,0.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,1000,peak,0.0,1.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,1000,peak,0.5,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,peak,0.99,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_mejr_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,saddle,0.0,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,saddle,0.0,0.0,0.5,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-0.50).csv.gz
SGD,1000,saddle,0.0,0.0,1.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.00)_(noised-1.00).csv.gz
SGD,1000,saddle,0.0,0.5,0.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-0.50)_(noised-0.00).csv.gz
SGD,1000,saddle,0.0,1.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.00)_(rotated-1.00)_(noised-0.00).csv.gz
SGD,1000,saddle,0.5,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.50)_(rotated-0.00)_(noised-0.00).csv.gz
SGD,1000,saddle,0.99,0.0,0.0,raw/SGD-1000/SGD_(1000-dimensions)_saddle_(objectified)_(skewed-0.99)_(rotated-0.00)_(noised-0.00).csv.gz
